Values,Values_14_11_25,Values_14_19_56,Values_14_28_26,Values_14_38_27,Values_14_48_52,Values_14_57_44,Values_15_06_05,Values_15_14_26,Values_15_22_48,Values_15_31_10,Values_15_39_32,Values_15_47_56,Values_15_56_18,Values_16_04_40,Values_16_13_01,Values_16_21_22,Values_16_29_43,Values_16_38_03,Values_16_46_25,Values_16_54_49,Values_17_03_11,Values_17_11_32,Values_17_19_54,Values_17_28_15,Values_17_36_36,Values_17_45_00,Values_17_53_21,Values_18_01_41,Values_18_10_03,Values_18_18_24,Values_18_26_45,Values_18_35_07,Values_18_43_28,Values_18_51_50,Values_19_00_12,Values_19_08_32,Values_19_16_54,Values_19_25_15,Values_19_33_36,Values_19_41_57,Values_19_50_19,Values_19_58_39,Values_20_07_00,Values_20_15_21,Values_20_23_41,Values_20_32_02,Values_20_40_22,Values_20_48_43,Values_20_57_04,Values_21_05_25,Values_21_13_49,Values_21_22_10,Values_21_30_32,Values_21_38_55,Values_21_47_17,Values_21_55_37,Values_22_03_57,Values_22_12_18,Values_22_20_39,Values_22_29_01,Values_22_37_22,Values_22_46_17,Values_22_54_51,Values_22_58_05
-0.1970352802167903,-0.2191918905908417,-0.2387496923014033,-0.2545657768628789,-0.2625948870784503,-0.2657598363491624,-0.2678018916145619,-0.2701687688557223,-0.2731362400259559,-0.2766737732853694,-0.2806840319206126,-0.2850600026459305,-0.289703084683742,-0.2945294820827679,-0.2994713858038182,-0.3044757476166057,-0.3095021173201988,-0.3145202896858262,-0.3195081118647646,-0.3244495933290985,-0.3293333526055926,-0.3341513818185838,-0.3388980868227484,-0.3435695541905426,-0.3481629983699863,-0.3526763485333845,-0.3571079421796861,-0.3614563000232845,-0.3657199633372257,-0.3698973804198776,-0.3739868331501117,-0.3779863976808049,-0.3818939353130861,-0.385707110588972,-0.3894234337874256,-0.3930403245331965,-0.3965551923392843,-0.3999655289034358,-0.4032690061295955,-0.4064635734015146,-0.4095475477254246,-0.4125196910710513,-0.4153792704257524,-0.418126097736217,-0.4207605485727057,-0.4232835600517833,-0.4256966099550051,-0.4280016799939076,-0.4302012067817367,-0.4322980242752405,-0.4342953013068395,-0.4361964774510376,-0.4380051999359715,-0.4397252637189928,-0.4413605562420548,-0.442915007862318,-0.4443925484576816,-0.4457970703627625,-0.4471323974866089,-0.4484022602648233,-0.4496102759696787,-0.4507599338189617,-0.4518545842992346,-0.4528974321195734,-0.45328077197334726
-0.1943554593167187,-0.2187000004483023,-0.2401589769233155,-0.2574985523057031,-0.2662564161495234,-0.2696609800442472,-0.2718348651982576,-0.2743724383026473,-0.2775770218067455,-0.2814142129506071,-0.2857758789273146,-0.2905433344476878,-0.2956073701197558,-0.3008752870636359,-0.3062721530573184,-0.3117394043394221,-0.3172324259028456,-0.3227179332347221,-0.3281715394490159,-0.3335756616963917,-0.3389178025565777,-0.3441891840732951,-0.3493836869739521,-0.354497040759518,-0.3595262128393215,-0.3644689518697793,-0.3693234488678725,-0.3740880879712189,-0.3787612660773928,-0.3833412666926754,-0.3878261780801365,-0.3922138492129831,-0.3965018792429356,-0.4006876372885711,-0.4047683094996679,-0.4087409698086579,-0.4126026697729262,-0.4163505417765949,-0.4199819088912892,-0.4234943941778872,-0.4268860222898704,-0.4301553070127744,-0.4333013196876859,-0.4363237352991788,-0.4392228548676733,-0.4419996046800637,-0.4446555144644248,-0.4471926777547493,-0.4496136983838857,-0.4519216272813968,-0.4541198936049564,-0.4562122338242302,-0.458202621789336,-0.4600952021617605,-0.4618942289170999,-0.463604010049755,-0.4652288590594681,-0.4667730534129749,-0.4682407998348788,-0.4696362060581658,-0.4709632585185928,-0.4722258053826936,-0.4734275442688686,-0.4745720140194156,-0.47499260398448445
-0.1859587229595729,-0.2125083700081745,-0.2358770153687391,-0.2547439553622924,-0.2642220877060743,-0.2678515989786294,-0.2701423795022734,-0.2728376014868413,-0.2762684898872841,-0.2803965556204195,-0.2851025031791517,-0.2902556119573478,-0.2957357606818429,-0.3014411150136852,-0.3072894498341337,-0.3132165661930279,-0.3191736025116218,-0.3251241410957532,-0.3310415271998274,-0.3369065660077173,-0.3427056342807587,-0.3484291806196692,-0.354070561352111,-0.3596251519235985,-0.3650896766521719,-0.370461707516357,-0.3757392919642541,-0.3809206788929723,-0.3860041200572485,-0.3909877308780052,-0.3958693998584957,-0.4006467395722402,-0.4053170746073457,-0.4098774630484423,-0.4143247482301704,-0.4186556368767966,-0.4228667986088982,-0.4269549805197643,-0.4309171294271475,-0.4347505138081862,-0.4384528374889558,-0.4420223379949498,-0.4454578639129084,-0.4487589276250603,-0.451925731842753,-0.4549591704611224,-0.457860806006513,-0.4606328272222703,-0.4632779911178418,-0.4657995540835738,-0.4682011965220191,-0.4704869450039267,-0.4726610953155983,-0.4747281390464554,-0.4766926956299633,-0.4785594511110803,-0.4803331043067501,-0.4820183205952763,-0.4836196931948456,-0.4851417115415123,-0.4865887362127068,-0.4879649797354305,-0.4892744925822503,-0.4905211536541803,-0.4909791808948794
-0.1717399124830595,-0.2005177433947638,-0.2258093287102372,-0.2462111599252779,-0.2564018917080322,-0.2602408234686797,-0.2626323972139559,-0.2654712796064634,-0.2691170592430742,-0.273526927941609,-0.2785700095762811,-0.2841031290868067,-0.2899949005774506,-0.2961340817022029,-0.3024309539357611,-0.3088155405184735,-0.3152346348187598,-0.3216486201600838,-0.3280285318298969,-0.3343535377815144,-0.3406088753927747,-0.3467842141198278,-0.3528723851994945,-0.3588684122107036,-0.3647687798421273,-0.3705708868980726,-0.376272639841255,-0.3818721532264552,-0.3873675322642112,-0.3927567201007101,-0.3980373981297332,-0.4032069317602915,-0.4082623567067525,-0.4132004021681432,-0.4180175474152453,-0.4227101076044753,-0.4272743433692051,-0.4317065873081346,-0.4360033792562326,-0.4401616015384321,-0.4441786054507768,-0.4480523211091939,-0.4517813443842395,-0.4553649968354056,-0.4588033568392423,-0.4620972624101172,-0.4652482881492816,-0.4682587001729196,-0.4711313937417845,-0.4738698186349003,-0.4764778971564272,-0.4789599391893112,-0.4813205580122234,-0.4835645898131018,-0.4856970190276238,-0.487722910928024,-0.4896473522224898,-0.4914753999487272,-0.4932120385316775,-0.4948621445977842,-0.4964304589548359,-0.4979215650262642,-0.4993398729863275,-0.5006896088357605,-0.5011853744441406
-0.1516882012160738,-0.1827226771543418,-0.2099547246754306,-0.2319021495791952,-0.2427982017709986,-0.246829794159756,-0.2493045366492825,-0.2522717962458222,-0.2561200934223109,-0.2608020517515327,-0.2661747461282598,-0.2720820730004775,-0.2783809808566854,-0.2849505082152805,-0.2916932133006639,-0.2985331773004651,-0.305412734480064,-0.3122889924133299,-0.3191306267739824,-0.3259151379864137,-0.332626607239625,-0.3392539171554603,-0.3457893720404784,-0.3522276451738954,-0.3585649847415413,-0.3647986196433114,-0.3709263176631097,-0.3769460594775287,-0.3828558016702869,-0.3886533099250507,-0.3943360498093907,-0.3999011270337951,-0.4053452719426331,-0.4106648643990338,-0.4158559953741141,-0.4209145607643729,-0.425836381548509,-0.4306173428002798,-0.4352535426924743,-0.4397414418461995,-0.444078003400544,-0.4482608151335994,-0.4522881866821386,-0.4561592172944693,-0.4598738320561431,-0.4634327870530104,-0.4668376460696432,-0.4700907329855078,-0.4731950650019795,-0.4761542721995085,-0.4789725087707838,-0.4816543607675229,-0.4842047544444853,-0.4866288684337753,-0.4889320521057433,-0.4911197517044475,-0.4931974451194621,-0.495170585631086,-0.4970445545124844,-0.4988246220655701,-0.5005159164637445,-0.5021233996402897,-0.5036518494116833,-0.5051058470149737,-0.5056397618724098
-0.1258963896898604,-0.1592205198993458,-0.1884139987554395,-0.2119201874438149,-0.2235141240535084,-0.2277199603355977,-0.2302583341893808,-0.2333369958926663,-0.23737406670207,-0.2423173382301381,-0.2480113204641465,-0.2542864555387333,-0.260987580345551,-0.2679836677514328,-0.2751692964503897,-0.2824624221827495,-0.2898007925038142,-0.2971381530900023,-0.3044407640371278,-0.3116844238368509,-0.3188520381454242,-0.3259316936011283,-0.3329151649904819,-0.3397967765361759,-0.3465725429323802,-0.3532395263659466,-0.3597953580700591,-0.3662378849178024,-0.3725649120928588,-0.3787740215647068,-0.3848624528658887,-0.3908270375169145,-0.3966641815548888,-0.4023698921342957,-0.4079398443101611,-0.4133694832325741,-0.4186541554138811,-0.4237892609593522,-0.4287704171114277,-0.4335936225721745,-0.4382554120607619,-0.4427529915790139,-0.4470843467172435,-0.4512483189202619,-0.455244647374163,-0.4590739769313084,-0.462737834832359,-0.466238580707222,-0.4695793354132539,-0.4727638946859387,-0.475796633425692,-0.4786824059034306,-0.4814264463551863,-0.4840342735158179,-0.4865116016905204,-0.4888642601262132,-0.4910981216549004,-0.4932190410058784,-0.4952328026881086,-0.4971450780064945,-0.4989613905504734,-0.5006870893437644,-0.5023273287868023,-0.5038870545094134,-0.5044596301696184
-0.0945651533673677,-0.1302153323839404,-0.1613935715431198,-0.1864732208080902,-0.1987567899521194,-0.2031163364332345,-0.2056964797896605,-0.2088674490831545,-0.2130777247844784,-0.2182699909980171,-0.2242756344495752,-0.2309110709188061,-0.2380085402404891,-0.2454265728244303,-0.253051489554037,-0.2607949218475084,-0.2685898923090252,-0.2763866914506002,-0.2841491032233823,-0.2918511869601633,-0.2994746518550246,-0.307006778660023,-0.3144388098249752,-0.3217647218239048,-0.328980299042008,-0.3360824402738993,-0.3430686422945643,-0.3499366179443747,-0.356684017574336,-0.3633082321006903,-0.3698062632395121,-0.3761746517313824,-0.3824094577226123,-0.3885062890911798,-0.3944603736368559,-0.4002666700703911,-0.4059200110015271,-0.4114152691653195,-0.4167475364131466,-0.4219123039944895,-0.4269056326133155,-0.4317243018193246,-0.4363659303015536,-0.4408290614495119,-0.4451132115357322,-0.4492188808756963,-0.4531475308830147,-0.4569015318299584,-0.4604840873134734,-0.4638991418992971,-0.4671512782692578,-0.4702456096230872,-0.4731876722136999,-0.475983321902381,-0.4786386375911839,-0.4811598334817348,-0.4835531812526966,-0.4858249426197245,-0.4879813122017668,-0.4900283702472208,-0.4919720445249724,-0.4938180805193713,-0.4955720190022369,-0.4972391800366254,-0.4978510143332715
-0.0580021701214384,-0.0960166933439146,-0.1292040247032172,-0.1558721973281922,-0.1688355789072855,-0.1733257092845312,-0.1759230235279876,-0.1791646478993737,-0.1835302540324046,-0.1889571349170285,-0.1952629608228324,-0.2022495110831396,-0.2097359113989228,-0.2175698496916248,-0.2256290947562167,-0.2338187442120273,-0.2420669506666534,-0.2503204520097208,-0.2585404930740043,-0.2666993556092318,-0.27477753102413,-0.2827614843999151,-0.2906419234438919,-0.2984124787222822,-0.3060687080104934,-0.3136073504145127,-0.321025770490518,-0.3283215466370119,-0.3354921703520507,-0.3425348330938176,-0.3494462853782602,-0.3562227583938828,-0.362859942024764,-0.3693530149058474,-0.3756967222508967,-0.3818854960955872,-0.3879136106817441,-0.3937753635430129,-0.3994652709517816,-0.4049782652604496,-0.4103098815869022,-0.4154564224302866,-0.4204150909642495,-0.4251840867729783,-0.4297626610459228,-0.4341511315091865,-0.4383508601680821,-0.4423641990085392,-0.4461944101174769,-0.4498455672159012,-0.4533224454574994,-0.4566304057390882,-0.4597752788351049,-0.4627632536006498,-0.4656007723771541,-0.4682944357515742,-0.4708509178926161,-0.4732768930028443,-0.4755789728384608,-0.477763654843284,-0.4798372801701309,-0.4818060006791097,-0.4836757539268256,-0.4854522451368509,-0.4861040024702696
-0.0166162775019864,-0.0570335606171396,-0.0922537230595934,-0.1205244953335988,-0.1341554834805789,-0.1387500142344071,-0.1413367765478965,-0.1446244207957071,-0.149124694470319,-0.1547692126470148,-0.1613613112053075,-0.1686874957117937,-0.1765532392520274,-0.1847949729922008,-0.1932816108749112,-0.2019115026659303,-0.2106077838047704,-0.2193135414533592,-0.2279874185787576,-0.2365998816548382,-0.2451301839885754,-0.253563966335661,-0.261891400397117,-0.2701057737361325,-0.2782024221227359,-0.286177929347951,-0.2940295303485676,-0.3017546686485809,-0.3093506723949403,-0.3168145241847535,-0.3241427083740343,-0.3313311256274008,-0.3383750683426467,-0.3452692524299922,-0.35200790102192,-0.3585848744670177,-0.3649938388478189,-0.3712284628739181,-0.377282630897016,-0.3831506585282722,-0.3888274972065437,-0.3943089152614281,-0.3995916453359923,-0.4046734912841602,-0.4095533911852653,-0.4142314366566835,-0.4187088516921832,-0.4229879365209156,-0.4270719834266576,-0.430965172068045,-0.4346724517090122,-0.4381994171298098,-0.4415521839911734,-0.4447372682782716,-0.4477614732554976,-0.4506317863010447,-0.4533552869885675,-0.4559390670385593,-0.4583901621259283,-0.4607154950867319,-0.462921829767301,-0.4650157345562615,-0.4670035545536281,-0.4688913913017219,-0.4695837778307867
0.0290928662992675,-0.0137636816776805,-0.0510380351482826,-0.080922995784452,-0.0952061534424241,-0.0998754221807752,-0.1024204529716808,-0.1057261183717416,-0.1103371539467607,-0.1161792128029124,-0.1230406663230054,-0.1306920951406562,-0.1389247722750207,-0.1475634544032306,-0.1564678982372554,-0.1655294940911923,-0.1746662163509402,-0.1838174067630463,-0.1929390469033324,-0.2019997531831723,-0.210977523060076,-0.2198571665539702,-0.2286283200320713,-0.2372839325919724,-0.2458191239203296,-0.2542303278418829,-0.2625146528647715,-0.270669407362262,-0.2786917512964039,-0.2865784481140108,-0.2943256995596131,-0.3019290526585155,-0.3093833722699999,-0.3166828745706755,-0.3238212168976788,-0.3307916380217406,-0.337587140592426,-0.3442007048666329,-0.3506255205039356,-0.3568552217917676,-0.3628841114743295,-0.3687073596123513,-0.3743211663879057,-0.3797228812626773,-0.3849110747189738,-0.3898855626452226,-0.394647386741738,-0.3991987567984087,-0.4035429622839148,-0.4076842613617983,-0.4116277553301011,-0.4153792558105465,-0.4189451509495839,-0.42233227566683,-0.4255477897013858,-0.4285990660606877,-0.4314935913972009,-0.4342388790299515,-0.4368423946385392,-0.4393114941738005,-0.4416533732007629,-0.4438750266659124,-0.4459832179826473,-0.4479844562926865,-0.44871819054300466
