Values,Values_06_36_14,Values_06_46_12,Values_06_56_14,Values_07_06_14,Values_07_16_19,Values_07_27_11,Values_07_37_18,Values_07_47_21,Values_07_57_24,Values_08_07_28,Values_08_17_30,Values_08_27_32,Values_08_37_35,Values_08_47_36,Values_08_57_27,Values_09_06_46,Values_09_16_05,Values_09_25_25,Values_09_34_44,Values_09_44_04,Values_09_53_24,Values_10_02_44,Values_10_12_10,Values_10_21_30,Values_10_30_49,Values_10_40_17,Values_10_49_13,Values_10_57_59,Values_11_06_42,Values_11_15_27,Values_11_24_09,Values_11_32_52,Values_11_41_33,Values_11_50_15,Values_11_58_58,Values_12_07_39,Values_12_16_22,Values_12_25_05,Values_12_33_48,Values_12_42_30,Values_12_50_43,Values_00_23_05,Values_00_32_24,Values_00_42_09,Values_00_52_11,Values_01_02_05,Values_01_12_19,Values_01_22_39,Values_01_33_07,Values_01_43_32,Values_01_53_59,Values_02_04_26,Values_02_15_03,Values_02_25_27,Values_02_36_20,Values_02_47_18,Values_02_58_18,Values_03_09_14,Values_03_20_15
-0.0742702157744988,-0.0687088701696636,-0.0659047820976039,-0.0642413302561483,-0.0628512434162853,-0.0615942095526655,-0.0604706722700287,-0.0595075645301795,-0.0587371527693229,-0.0581934527518006,-0.0579115135484871,-0.0579266623351115,-0.0582732197947873,-0.0589827511896717,-0.060082098696759,-0.0615915192698769,-0.0635232539658627,-0.0658807752109148,-0.0686588176552294,-0.071844140780604,-0.0754168460520214,-0.0793520080084795,-0.0836213802607511,-0.0881949850141464,-0.0930424625949883,-0.0981341237113076,-0.1034416991152421,-0.1089388150431583,-0.114601240112856,-0.1204069544317359,-0.1263360891585269,-0.1323707783149746,-0.1384949568957286,-0.144694131911992,-0.1509551464704888,-0.1572659518384617,-0.1636153983723554,-0.1699930530257024,-0.1763890486013276,-0.182793967637536,-0.1891987617264242,-0.1952113529981177,-0.0687088701696636,-0.0659047820976039,-0.0642413302561483,-0.0628512434162853,-0.0615942095526655,-0.0604706722700287,-0.0595075645301795,-0.0587371527693229,-0.0581934527518006,-0.0579115135484871,-0.0579266623351115,-0.0582732197947873,-0.0589827511896717,-0.060082098696759,-0.0615915192698769,-0.0635232539658627,-0.0658807752109148,-0.06865881765522949
-0.0688771765174004,-0.0625586599260217,-0.0593930757714102,-0.0575229336060385,-0.0559625173141325,-0.0545512958543821,-0.0532887497156154,-0.0522046256004954,-0.0513348511573089,-0.050717429622981,-0.0503916161847596,-0.0503970655846169,-0.0507723869705438,-0.0515531738703006,-0.0527697829757089,-0.0544452257905113,-0.0565935407654601,-0.0592189254432028,-0.0623157502809152,-0.0658693983995,-0.0698577336028492,-0.0742529266243599,-0.0790233703768293,-0.0841354680051667,-0.0895551536628591,-0.0952490805168508,-0.1011854691146896,-0.1073346474185944,-0.1136693335038992,-0.1201647178130017,-0.1267983991580598,-0.1335502214976761,-0.1404020498452715,-0.1473375153394329,-0.1543417521674501,-0.1614011432212014,-0.1685030867674026,-0.1756357928362798,-0.1827881151406936,-0.1899494217622538,-0.1971095054706556,-0.2038300769684865,-0.0625586599260217,-0.0593930757714102,-0.0575229336060385,-0.0559625173141325,-0.0545512958543821,-0.0532887497156154,-0.0522046256004954,-0.0513348511573089,-0.050717429622981,-0.0503916161847596,-0.0503970655846169,-0.0507723869705438,-0.0515531738703006,-0.0527697829757089,-0.0544452257905113,-0.0565935407654601,-0.0592189254432028,-0.06231575028091524
-0.059008264236102,-0.0519121828089897,-0.0483799715412496,-0.046302172672062,-0.0445713174271184,-0.0430058538758838,-0.0416040320597456,-0.0403982777711479,-0.0394280882851381,-0.0387353841361231,-0.0383635723180569,-0.0383565952144591,-0.0387573242864437,-0.0396053681807311,-0.0409345966928233,-0.0427707844127997,-0.0451297835527684,-0.0480165388126065,-0.0514250822380506,-0.0553394485744302,-0.0597352930442433,-0.0645819119997696,-0.0698443669229019,-0.0754854706453385,-0.0814674790796961,-0.0877534147072227,-0.0943080134185085,-0.1010983289515194,-0.1080940512564206,-0.1152676018254075,-0.1225940661346839,-0.1300510154496436,-0.1376182606527232,-0.1452775715083887,-0.1530123866341849,-0.1608075329730953,-0.1686489684413666,-0.176523557432621,-0.1844188856259909,-0.1923231176713025,-0.2002248986764577,-0.2076405651394112,-0.0519121828089897,-0.0483799715412496,-0.046302172672062,-0.0445713174271184,-0.0430058538758838,-0.0416040320597456,-0.0403982777711479,-0.0394280882851381,-0.0387353841361231,-0.0383635723180569,-0.0383565952144591,-0.0387573242864437,-0.0396053681807311,-0.0409345966928233,-0.0427707844127997,-0.0451297835527684,-0.0480165388126065,-0.05142508223805068
-0.0443604390561028,-0.0364635897749906,-0.0325584773335962,-0.0302715078140498,-0.028369689320171,-0.0266495551468425,-0.0251078411720884,-0.0237795176665257,-0.022707564448536,-0.0219377557280073,-0.0215176040755969,-0.0214953089134969,-0.021917988021502,-0.0228292624263737,-0.0242665235561878,-0.0262583263418123,-0.0288223599481935,-0.0319643427207646,-0.0356779959234639,-0.0399460332034796,-0.0447419272895155,-0.0500321247273251,-0.0557783786240837,-0.061939933168183,-0.0684753864603643,-0.0753441495813718,-0.082507491942417,-0.0899292101181986,-0.0975759818501793,-0.105417474430521,-0.1134262735861658,-0.1215776903503871,-0.1298494928864911,-0.138221600060479,-0.1466757646039906,-0.1551952665713601,-0.1637646321483601,-0.1723693884608312,-0.1809958614569754,-0.1896310207631967,-0.1982623724884661,-0.2063616259147253,-0.0364635897749906,-0.0325584773335962,-0.0302715078140498,-0.028369689320171,-0.0266495551468425,-0.0251078411720884,-0.0237795176665257,-0.022707564448536,-0.0219377557280073,-0.0215176040755969,-0.0214953089134969,-0.021917988021502,-0.0228292624263737,-0.0242665235561878,-0.0262583263418123,-0.0288223599481935,-0.0319643427207646,-0.03567799592346394
-0.0246825639841758,-0.0159586431063164,-0.0116731133818188,-0.0091748767469415,-0.0071011340304889,-0.0052255052494863,-0.0035429077973412,-0.0020907196966854,-0.0009153192203417,-6.627598360089081e-05,0.0004048309938021,0.0004455673012141,4.575238159916316e-06,-0.0009657859182253,-0.0025064475464149,-0.0046487709268949,-0.0074123123964269,-0.0108035952295285,-0.0148160598526374,-0.0194311259486385,-0.0246201074908154,-0.0303466216466416,-0.0365691307416786,-0.0432433256899784,-0.0503241604962924,-0.0577674473452103,-0.0655310007524503,-0.0735753709544026,-0.0818642336206698,-0.090364511312608,-0.0990462988132085,-0.1078826550755563,-0.116849313073978,-0.1259243477435357,-0.1350878324224988,-0.1443215064072392,-0.1536084700472063,-0.1629329190265065,-0.1722799254506782,-0.1816352700233384,-0.1909853263012723,-0.1997578454338461,-0.0159586431063164,-0.0116731133818188,-0.0091748767469415,-0.0071011340304889,-0.0052255052494863,-0.0035429077973412,-0.0020907196966854,-0.0009153192203417,-6.627598360089081e-05,0.0004048309938021,0.0004455673012141,4.575238159916316e-06,-0.0009657859182253,-0.0025064475464149,-0.0046487709268949,-0.0074123123964269,-0.0108035952295285,-0.01481605985263742
0.0002046626133348,0.009785314901962,0.0144601015589695,0.0171723096012479,0.019419388603301,0.021451747045381,0.0232766155763457,0.0248543499561389,0.0261352566185979,0.0270660252269037,0.0275910438785949,0.0276536579992707,0.0271982678657437,0.0261731965302821,0.0245339451254242,0.0222463115401945,0.0192888350160394,0.0156541509928637,0.0113490670929828,0.0063934298563844,0.0008180617408775,-0.0053378424059406,-0.0120294674445199,-0.0192089613352863,-0.0268276422729537,-0.0348377305421365,-0.0431935920141293,-0.0518525363922536,-0.0607752427835867,-0.0699258942912917,-0.0792720997906519,-0.0887846709367401,-0.0984373100322192,-0.1082062523421192,-0.118069895851551,-0.1280084429816896,-0.1380035720669008,-0.1480381511942792,-0.1580960026349598,-0.1681617224611305,-0.178220556369037,-0.1876569079375052,0.009785314901962,0.0144601015589695,0.0171723096012479,0.019419388603301,0.021451747045381,0.0232766155763457,0.0248543499561389,0.0261352566185979,0.0270660252269037,0.0275910438785949,0.0276536579992707,0.0271982678657437,0.0261731965302821,0.0245339451254242,0.0222463115401945,0.0192888350160394,0.0156541509928637,0.011349067092982829
0.0303942435298701,0.0408648420790143,0.0459391065774425,0.0488686119949635,0.0512908965989272,0.0534816402596303,0.0554505814015341,0.0571559591742936,0.0585448496146382,0.0595602551327507,0.0601425611151203,0.0602309023760076,0.0597654282697885,0.058690401282821,0.0569577193449492,0.0545302972107399,0.0513847256460133,0.0475127571787216,0.0429214112459127,0.0376317712965679,0.031676774048057,0.0250984105412345,0.0179447626485793,0.0102672182923419,0.0021180903870575,-0.0064512528128276,-0.0153917312404875,-0.0246574165651489,-0.0342059938498457,-0.043998909349025,-0.0540012887232233,-0.064181699061069,-0.0745118147139771,-0.0849660339517384,-0.0955210820271861,-0.1061556270751299,-0.1168499280229166,-0.1275855280645702,-0.1383450025322457,-0.149111766060019,-0.1598699400828157,-0.1699611598661565,0.0408648420790143,0.0459391065774425,0.0488686119949635,0.0512908965989272,0.0534816402596303,0.0554505814015341,0.0571559591742936,0.0585448496146382,0.0595602551327507,0.0601425611151203,0.0602309023760076,0.0597654282697885,0.058690401282821,0.0569577193449492,0.0545302972107399,0.0513847256460133,0.0475127571787216,0.042921411245912755
0.0658808908626205,0.0772783282611344,0.0827637016640337,0.085914453951797,0.0885142691982752,0.0908654783373588,0.0929807225749361,0.0948162859048774,0.0963161038680615,0.0974195468822082,0.0980630272186027,0.0981814759732848,0.0977107782303451,0.0965911057601183,0.0947707109489817,0.0922095763319229,0.0888822938144136,0.0847796860006945,0.0799089437774968,0.0742923554139076,0.0679649481958008,0.0609714931080765,0.0533633283798243,0.0451953716135098,0.0365235632662878,0.0274028579956055,0.0178857802533325,0.0080214949201108,-0.0021446906977899,-0.012571487957799,-0.0232215415142468,-0.0340611762851709,-0.0450600411732396,-0.0561906999948698,-0.0674282078117151,-0.0787497010053815,-0.0901340216475825,-0.1015613906649555,-0.11301313923056,-0.1244715035700722,-0.1359194842386284,-0.1466565316024624,0.0772783282611344,0.0827637016640337,0.085914453951797,0.0885142691982752,0.0908654783373588,0.0929807225749361,0.0948162859048774,0.0963161038680615,0.0974195468822082,0.0980630272186027,0.0981814759732848,0.0977107782303451,0.0965911057601183,0.0947707109489817,0.0922095763319229,0.0888822938144136,0.0847796860006945,0.07990894377749681
0.1065561741740369,0.1189210481850595,0.1248305681404712,0.1282071310107327,0.1309872503273655,0.1335014310693233,0.1357656525604373,0.1377344211688531,0.1393486306598893,0.1405440801371965,0.1412532412312413,0.1414068488172572,0.1409365088918465,0.139778269124269,0.1378766894933436,0.1351887658842728,0.1316870353427269,0.1273613381125073,0.1222189912538333,0.1162834515347935,0.1095918095741629,0.1021915971447815,0.0941373960098462,0.0854876451318512,0.0763019070217117,0.0666387187723605,0.0565540458707041,0.0461002864652458,0.0353257367478784,0.0242744164964754,0.0129861580559441,0.0014968745184326,-0.0101610617851686,-0.0219583844021355,-0.0338684823005461,-0.0458669640999202,-0.0579312589172645,-0.0700402692714081,-0.0821740860696235,-0.0943137711492083,-0.1064412084335457,-0.1178142946447037,0.1189210481850595,0.1248305681404712,0.1282071310107327,0.1309872503273655,0.1335014310693233,0.1357656525604373,0.1377344211688531,0.1393486306598893,0.1405440801371965,0.1412532412312413,0.1414068488172572,0.1409365088918465,0.139778269124269,0.1378766894933436,0.1351887658842728,0.1316870353427269,0.1273613381125073,0.12221899125383333
0.152208560103256,0.1655850890329113,0.1719331619661094,0.1755406952611727,0.1785043306822077,0.1811844167380845,0.1836007513092214,0.1857062612911398,0.187438910519174,0.188730997011211,0.1895110911337908,0.1897057435002135,0.1892422683196399,0.1880525557056952,0.1860774243575867,0.1832708255303156,0.1796031807266078,0.1750632899819767,0.1696585454545878,0.1634135301452305,0.1563673648464591,0.1485703170654221,0.1400801935134857,0.1309589405159715,0.1212697315980072,0.1110746768858686,0.1004331742637799,0.0894008467506139,0.0780289710235139,0.0663642895370164,0.0544491031732409,0.0423215546654749,0.0300160294097007,0.0175636162412796,0.0049925847341917,-0.0076711531746571,-0.0204036205323578,-0.033182408071711,-0.04598637287629,-0.058795408757319,-0.0715902893956355,-0.0835880883085647,0.1655850890329113,0.1719331619661094,0.1755406952611727,0.1785043306822077,0.1811844167380845,0.1836007513092214,0.1857062612911398,0.187438910519174,0.188730997011211,0.1895110911337908,0.1897057435002135,0.1892422683196399,0.1880525557056952,0.1860774243575867,0.1832708255303156,0.1796031807266078,0.1750632899819767,0.16965854545458786
0.2025295096065884,0.2169653211987654,0.2237676501598461,0.2276118866397216,0.2307626811016686,0.2336120406877507,0.2361841115655824,0.2384304646256335,0.2402862633540407,0.2416803890045353,0.2425375614336704,0.2427801677539272,0.2423312238705462,0.2411184324222249,0.2390788229078208,0.2361632425187399,0.2323399329527308,0.2275965908220809,0.2219406255048331,0.2153976960637968,0.2080089115912166,0.1998272410270956,0.190913687849459,0.1813336820444525,0.1711539874094352,0.1604402681949247,0.1492553368249429,0.1376580239524339,0.1257025699458243,0.1134384235674987,0.1009103383618895,0.0881586714203119,0.0752198066002802,0.0621266412576526,0.0489090904053727,0.0355945741746216,0.0222084639092575,0.0087744695821564,-0.0046850426554225,-0.0181488088034901,-0.0315965022598033,-0.0442052608213185,0.2169653211987654,0.2237676501598461,0.2276118866397216,0.2307626811016686,0.2336120406877507,0.2361841115655824,0.2384304646256335,0.2402862633540407,0.2416803890045353,0.2425375614336704,0.2427801677539272,0.2423312238705462,0.2411184324222249,0.2390788229078208,0.2361632425187399,0.2323399329527308,0.2275965908220809,0.22194062550483312
0.2571249491796771,0.2726707315380693,0.2799442111097049,0.2840314326839988,0.287373459669885,0.2903959128723563,0.2931278690340917,0.2955197964134599,0.2975042101985405,0.2990066780494073,0.2999481361956613,0.3002468424740973,0.2998215185625347,0.2985956571812961,0.2965024548928863,0.2934895962443721,0.2895230765003923,0.2845894203066691,0.2786959884594555,0.2718694558312,0.264152866168338,0.2556018425490706,0.2462805432672687,0.2362578441107418,0.2256040642331715,0.2143883891680554,0.2026770145617772,0.19053194863311,0.178010366541717,0.1651643956596176,0.1520412157764493,0.1386833732840083,0.1251292268520196,0.1114134601217701,0.0975676126853042,0.0836205933028943,0.0695991493276481,0.0555282741039818,0.0414315405857346,0.0273313549070677,0.0132491288936188,4.655332510109791e-05,0.2726707315380693,0.2799442111097049,0.2840314326839988,0.287373459669885,0.2903959128723563,0.2931278690340917,0.2955197964134599,0.2975042101985405,0.2990066780494073,0.2999481361956613,0.3002468424740973,0.2998215185625347,0.2985956571812961,0.2965024548928863,0.2934895962443721,0.2895230765003923,0.2845894203066691,0.2786959884594555
